AOP_id,AOP_title,AOP_short_name,AOP_AO_1,AOP_AO_id_1,AOP_AO_2,AOP_AO_id_2,AOP_AO_3,AOP_AO_id_3,AOP_AO_4,AOP_AO_id_4,AOP_AO_5,AOP_AO_id_5,AOP_AO_6,AOP_AO_id_6,AOP_AO_7,AOP_AO_id_7,AOP_AO_8,AOP_AO_id_8,AOP_AO_9,AOP_AO_id_9,AOP_AO_10,AOP_AO_id_10,AOP_KE_1,AOP_KE_id_1,AOP_KE_2,AOP_KE_id_2,AOP_KE_3,AOP_KE_id_3,AOP_KE_4,AOP_KE_id_4,AOP_KE_5,AOP_KE_id_5,AOP_KE_6,AOP_KE_id_6,AOP_KE_7,AOP_KE_id_7,AOP_KE_8,AOP_KE_id_8,AOP_KE_9,AOP_KE_id_9,AOP_KE_10,AOP_KE_id_10,AOP_MIE_1,AOP_MIE_id_1,AOP_MIE_2,AOP_MIE_id_2,AOP_MIE_3,AOP_MIE_id_3,AOP_MIE_4,AOP_MIE_id_4,AOP_MIE_5,AOP_MIE_id_5,AOP_MIE_6,AOP_MIE_id_6,AOP_MIE_7,AOP_MIE_id_7,AOP_MIE_8,AOP_MIE_id_8,AOP_MIE_9,AOP_MIE_id_9,AOP_MIE_10,AOP_MIE_id_10,stressor_id_1,stressor_name_1,stressor_id_2,stressor_name_2,stressor_id_3,stressor_name_3,stressor_id_4,stressor_name_4,stressor_id_5,stressor_name_5,stressor_id_6,stressor_name_6,stressor_id_7,stressor_name_7,stressor_id_8,stressor_name_8,stressor_id_9,stressor_name_9,stressor_id_10,stressor_name_10,relation_1,upstream_event_id_1,upstream_event_1,downstream_event_id_1,downstream_event_1,relation_2,upstream_event_id_2,upstream_event_2,downstream_event_id_2,downstream_event_2,relation_3,upstream_event_id_3,upstream_event_3,downstream_event_id_3,downstream_event_3,relation_4,upstream_event_id_4,upstream_event_4,downstream_event_id_4,downstream_event_4,relation_5,upstream_event_id_5,upstream_event_5,downstream_event_id_5,downstream_event_5,relation_6,upstream_event_id_6,upstream_event_6,downstream_event_id_6,downstream_event_6,relation_7,upstream_event_id_7,upstream_event_7,downstream_event_id_7,downstream_event_7,relation_8,upstream_event_id_8,upstream_event_8,downstream_event_id_8,downstream_event_8,relation_9,upstream_event_id_9,upstream_event_9,downstream_event_id_9,downstream_event_9,relation_10,upstream_event_id_10,upstream_event_10,downstream_event_id_10,downstream_event_10
48,"Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.",ionotropic glutamatergic receptors and cognition,"Impairment, Learning and memory",341,,,,,,,,,,,,,,,,,,,"N/A, Mitochondrial dysfunction 1",177,Cell injury/death,55,"N/A, Neurodegeneration",352,"Overactivation, NMDARs",388,"Increased, Intracellular Calcium overload",389,"Decreased, Neuronal network function in adult brain",618,Neuroinflammation,188,,,,,,,"Binding of agonist, Ionotropic glutamate receptors",875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,388,"Overactivation, NMDARs",389,"Increased, Intracellular Calcium overload",114,55,Cell injury/death,352,"N/A, Neurodegeneration",227,188,Neuroinflammation,352,"N/A, Neurodegeneration",228,352,"N/A, Neurodegeneration",188,Neuroinflammation,612,875,"Binding of agonist, Ionotropic glutamate receptors",388,"Overactivation, NMDARs",1826,389,"Increased, Intracellular Calcium overload",177,"N/A, Mitochondrial dysfunction 1",1827,177,"N/A, Mitochondrial dysfunction 1",55,Cell injury/death,1828,55,Cell injury/death,188,Neuroinflammation,1829,618,"Decreased, Neuronal network function in adult brain",341,"Impairment, Learning and memory",1830,352,"N/A, Neurodegeneration",618,"Decreased, Neuronal network function in adult brain"
475,Binding of chemicals to ionotropic glutamate receptors leads to impairment of learning and memory via loss of drebrin from dendritic spines of neurons,IGR binding leads to impairment of learning and memory (via loss of drebrin),"Impairment, Learning and memory",341,,,,,,,,,,,,,,,,,,,"Overactivation, NMDARs",388,"Increased, Intracellular Calcium overload",389,Loss of drebrin,2078,Synaptic dysfunction,1944,Decrease of neuronal network function,386,,,,,,,,,,,"Binding of agonist, Ionotropic glutamate receptors",875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3283,875,"Binding of agonist, Ionotropic glutamate receptors",388,"Overactivation, NMDARs",3323,388,"Overactivation, NMDARs",2078,Loss of drebrin,3322,388,"Overactivation, NMDARs",389,"Increased, Intracellular Calcium overload",3686,389,"Increased, Intracellular Calcium overload",2078,Loss of drebrin,3285,2078,Loss of drebrin,1944,Synaptic dysfunction,3687,1944,Synaptic dysfunction,386,Decrease of neuronal network function,3688,386,Decrease of neuronal network function,341,"Impairment, Learning and memory",3286,1944,Synaptic dysfunction,341,"Impairment, Learning and memory",,,,,,,,,,
17,Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory,Oxidative stress and Developmental impairment in learning and memory,"Impairment, Learning and memory",341,,,,,,,,,,,,,,,,,,,Decreased protection against oxidative stress,1538,Oxidative Stress ,1392,Glutamate dyshomeostasis,1488,Cell injury/death,55,Neuroinflammation,188,Tissue resident cell activation,1492,Increased Pro-inflammatory mediators,1493,Decrease of neuronal network function,386,,,,,"Binding, Thiol/seleno-proteins involved in protection against oxidative stress",1487,,,,,,,,,,,,,,,,,,,40,Methylmercuric(II) chloride,35,Mercuric chloride,336,Acrylamide,,,,,,,,,,,,,,,1678,1487,"Binding, Thiol/seleno-proteins involved in protection against oxidative stress",1538,Decreased protection against oxidative stress,1679,1538,Decreased protection against oxidative stress,1392,Oxidative Stress ,1566,1392,Oxidative Stress ,1488,Glutamate dyshomeostasis,1567,1488,Glutamate dyshomeostasis,55,Cell injury/death,1568,55,Cell injury/death,188,Neuroinflammation,1607,55,Cell injury/death,1492,Tissue resident cell activation,1569,188,Neuroinflammation,55,Cell injury/death,1608,1493,Increased Pro-inflammatory mediators,55,Cell injury/death,1570,55,Cell injury/death,386,Decrease of neuronal network function,1571,386,Decrease of neuronal network function,341,"Impairment, Learning and memory"
284,Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress leads to chronic kidney disease,Oxidative stress in chronic kidney disease ,Chronic kidney disease,1603,,,,,,,,,,,,,,,,,,,"Oxidation, Glutathione (To be considered with MIE)",926,Decreased protection against oxidative stress,1538,Oxidative Stress ,1392,"Disruption, Mitochondrial electron transport chain",178,"Increase, Cytotoxicity",768,,,,,,,,,,,"Binding, Thiol/seleno-proteins involved in protection against oxidative stress",1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Binding of Influenza A Virus (IAV) to Sialic Acid Glycan Receptor leads to viral infection proliferation,IAV infection proliferation,Influenza A Virus (IAV) shedding and transmission,2194,,,,,,,,,,,,,,,,,,,Influenza A virus (IAV) cell entry,2159,Influenza A Virus production increased,2192,Immune mechanisms antagonized by viral proteins,2180,Influenza A Virus (IAV) budding,2193,,,,,,,,,,,,,Influenza A Virus (IAV) binds sialic acid glycan receptor,2158,,,,,,,,,,,,,,,,,,,699,Influenza Virus,,,,,,,,,,,,,,,,,,,3538,2158,Influenza A Virus (IAV) binds sialic acid glycan receptor,2159,Influenza A virus (IAV) cell entry,3601,2159,Influenza A virus (IAV) cell entry,2180,Immune mechanisms antagonized by viral proteins,3639,2180,Immune mechanisms antagonized by viral proteins,2192,Influenza A Virus production increased,3638,2192,Influenza A Virus production increased,2193,Influenza A Virus (IAV) budding,3640,2193,Influenza A Virus (IAV) budding,2194,Influenza A Virus (IAV) shedding and transmission,,,,,,,,,,,,,,,,,,,,,,,,,
428,Binding of S-protein to ACE2 in enterocytes induces ACE2 dysregulation leading to gut dysbiosis ,ACE2 dysregulation leads to gut dysbiosis,,,,,,,,,,,,,,,,,,,,,"Dysregulation, ACE2 expression and activity",1854,"Gut microbiota, alteration",1954,,,,,,,,,,,,,,,,,Binding to ACE2,1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870,1739,Binding to ACE2,1854,"Dysregulation, ACE2 expression and activity",2897,1854,"Dysregulation, ACE2 expression and activity",1954,"Gut microbiota, alteration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis,Sars-CoV-2 causes encephalitis,Encephalitis,1841,,,,,,,,,,,,,,,,,,,Neuroinflammation,188,"N/A, Neurodegeneration",352,,,,,,,,,,,,,,,,,Binding to ACE2,1739,,,,,,,,,,,,,,,,,,,624,Sars-CoV-2,378,Virus,625,bacteria,,,,,,,,,,,,,,,2518,1739,Binding to ACE2,188,Neuroinflammation,2519,188,Neuroinflammation,352,"N/A, Neurodegeneration",2520,352,"N/A, Neurodegeneration",1841,Encephalitis,2521,188,Neuroinflammation,1841,Encephalitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on pericytes leads to disseminated intravascular coagulation resulting in cerebrovascular disease (stroke),Sars-CoV-2 causes stroke,Cerebrovascular disease (stroke),1875,,,,,,,,,,,,,,,,,,,SARS-CoV-2 cell entry ,1738,blood brain barrier disruption ,1874,Thrombosis and Disseminated Intravascular Coagulation,1846,,,,,,,,,,,,,,,Binding to ACE2,1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Binding of SARS-CoV-2 to ACE2 in enterocytes leads to intestinal barrier disruption,SARS-CoV-2 leads to intestinal barrier disruption,,,,,,,,,,,,,,,,,,,,,SARS-CoV-2 cell entry ,1738,"Interferon-I antiviral response, antagonized by SARS-CoV-2",1901,Increased SARS-CoV-2 production,1847,"Intestinal barrier, disruption",1931,,,,,,,,,,,,,Binding to ACE2,1739,,,,,,,,,,,,,,,,,,,624,Sars-CoV-2,,,,,,,,,,,,,,,,,,,2863,1739,Binding to ACE2,1738,SARS-CoV-2 cell entry ,2966,1738,SARS-CoV-2 cell entry ,1901,"Interferon-I antiviral response, antagonized by SARS-CoV-2",2967,1901,"Interferon-I antiviral response, antagonized by SARS-CoV-2",1847,Increased SARS-CoV-2 production,2913,1847,Increased SARS-CoV-2 production,1931,"Intestinal barrier, disruption",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death),Cytopathic SARS-CoV-2 leads to hyperinflammation,Hyperinflammation,1868,,,,,,,,,,,,,,,,,,,SARS-CoV-2 cell entry ,1738,"Interferon-I antiviral response, antagonized by SARS-CoV-2",1901,Increased SARS-CoV-2 production,1847,"Increase, Cell death",1825,"Increased, secretion of proinflammatory mediators",1496,"Increased, recruitment of inflammatory cells",1497,,,,,,,,,Binding to ACE2,1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3217,1739,Binding to ACE2,1738,SARS-CoV-2 cell entry ,3224,1497,"Increased, recruitment of inflammatory cells",1496,"Increased, secretion of proinflammatory mediators",3218,1738,SARS-CoV-2 cell entry ,1901,"Interferon-I antiviral response, antagonized by SARS-CoV-2",3219,1901,"Interferon-I antiviral response, antagonized by SARS-CoV-2",1847,Increased SARS-CoV-2 production,3220,1847,Increased SARS-CoV-2 production,1825,"Increase, Cell death",3221,1825,"Increase, Cell death",1496,"Increased, secretion of proinflammatory mediators",3222,1496,"Increased, secretion of proinflammatory mediators",1497,"Increased, recruitment of inflammatory cells",3223,1497,"Increased, recruitment of inflammatory cells",1868,Hyperinflammation,,,,,,,,,,
430,Binding of SARS-CoV-2 to ACE2 leads to viral infection proliferation,SARS-CoV-2 leads to infection proliferation,"Viral infection and host-to-host transmission, proliferated",1939,,,,,,,,,,,,,,,,,,,SARS-CoV-2 cell entry ,1738,"Interferon-I antiviral response, antagonized by SARS-CoV-2",1901,Increased SARS-CoV-2 production,1847,,,,,,,,,,,,,,,Binding to ACE2,1739,,,,,,,,,,,,,,,,,,,526,SARS-CoV,624,Sars-CoV-2,620,HCoV-NL63,,,,,,,,,,,,,,,2876,1739,Binding to ACE2,1738,SARS-CoV-2 cell entry ,2877,1738,SARS-CoV-2 cell entry ,1901,"Interferon-I antiviral response, antagonized by SARS-CoV-2",2878,1901,"Interferon-I antiviral response, antagonized by SARS-CoV-2",1847,Increased SARS-CoV-2 production,2879,1847,Increased SARS-CoV-2 production,1939,"Viral infection and host-to-host transmission, proliferated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality,SARS-CoV-2 leads to acute respiratory distress,Increased Mortality,351,,,,,,,,,,,,,,,,,,,SARS-CoV-2 cell entry ,1738,"Interferon-I antiviral response, antagonized by SARS-CoV-2",1901,Increased SARS-CoV-2 production,1847,Toll Like Receptor (TLR) Dysregulation,1848,"Increased, secretion of proinflammatory mediators",1496,Increased inflammatory immune responses,1750,"Increase, the risk of acute respiratory failure",1748,,,,,,,Binding to ACE2,1739,,,,,,,,,,,,,,,,,,,526,SARS-CoV,620,HCoV-NL63,624,Sars-CoV-2,,,,,,,,,,,,,,,2490,1739,Binding to ACE2,1738,SARS-CoV-2 cell entry ,2632,1847,Increased SARS-CoV-2 production,1848,Toll Like Receptor (TLR) Dysregulation,2552,1848,Toll Like Receptor (TLR) Dysregulation,1496,"Increased, secretion of proinflammatory mediators",2093,1496,"Increased, secretion of proinflammatory mediators",1750,Increased inflammatory immune responses,2094,1750,Increased inflammatory immune responses,1748,"Increase, the risk of acute respiratory failure",2216,1748,"Increase, the risk of acute respiratory failure",351,Increased Mortality,3105,1738,SARS-CoV-2 cell entry ,1901,"Interferon-I antiviral response, antagonized by SARS-CoV-2",3106,1901,"Interferon-I antiviral response, antagonized by SARS-CoV-2",1847,Increased SARS-CoV-2 production,,,,,,,,,,
381,Binding of viral S-glycoprotein to ACE2 receptor leading to dysgeusia,"S glycoprotein, taste impairment",dysgeusia,1850,,,,,,,,,,,,,,,,,,,"Downregulation, ACE2",1787,Increased Angiotensin II ,1752,Imbalanced salty and sweet taste responses,1856,Impaired gustatory nerve,1849,,,,,,,,,,,,,Binding to ACE2,1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2567,1739,Binding to ACE2,1787,"Downregulation, ACE2",2568,1787,"Downregulation, ACE2",1752,Increased Angiotensin II ,2569,1752,Increased Angiotensin II ,1856,Imbalanced salty and sweet taste responses,2570,1849,Impaired gustatory nerve,1850,dysgeusia,2571,1856,Imbalanced salty and sweet taste responses,1849,Impaired gustatory nerve,,,,,,,,,,,,,,,,,,,,,,,,,
319,Binding to ACE2 leading to lung fibrosis,Binding to ACE2 leads to lung fibrosis,Lung fibrosis,1276,,,,,,,,,,,,,,,,,,,"Dysregulation, ACE2 expression and activity",1854,Increased Angiotensin II ,1752,"Binding of agonist, Angiotensin II receptor type 1 receptor (AT1R)",1851,"Increased, Reactive oxygen species",1115,"Increased activation, Nuclear factor kappa B (NF-kB)",1172,"Accumulation, Collagen",68,"Increased, secretion of proinflammatory mediators",1496,,,,,,,Induced dysregulation of ACE2 ,1740,,,,,,,,,,,,,,,,,,,528,PM 2.5,550,Streptozocin,551,Losartan,621,DX600,622,cationic polyamidoamine dendrimer (nanoparticle),,,,,,,,,,,2219,1740,Induced dysregulation of ACE2 ,1752,Increased Angiotensin II ,3006,1752,Increased Angiotensin II ,1851,"Binding of agonist, Angiotensin II receptor type 1 receptor (AT1R)",3007,1851,"Binding of agonist, Angiotensin II receptor type 1 receptor (AT1R)",1115,"Increased, Reactive oxygen species",3010,1115,"Increased, Reactive oxygen species",1172,"Increased activation, Nuclear factor kappa B (NF-kB)",3011,1172,"Increased activation, Nuclear factor kappa B (NF-kB)",1496,"Increased, secretion of proinflammatory mediators",3012,1496,"Increased, secretion of proinflammatory mediators",68,"Accumulation, Collagen",3009,68,"Accumulation, Collagen",1276,Lung fibrosis,,,,,,,,,,,,,,,
379,Binding to ACE2 leading to thrombosis and disseminated intravascular coagulation,SARS-CoV2 to thrombosis and DIC,Thrombosis and Disseminated Intravascular Coagulation,1846,,,,,,,,,,,,,,,,,,,SARS-CoV-2 cell entry ,1738,"Interferon-I antiviral response, antagonized by SARS-CoV-2",1901,Increased SARS-CoV-2 production,1847,Diminished protective oxidative stress response,1869,Coagulation,1845,,,,,,,,,,,Binding to ACE2,1739,,,,,,,,,,,,,,,,,,,633,Stressor:624 SARS-CoV-2,,,,,,,,,,,,,,,,,,,3104,1739,Binding to ACE2,1738,SARS-CoV-2 cell entry ,3107,1738,SARS-CoV-2 cell entry ,1901,"Interferon-I antiviral response, antagonized by SARS-CoV-2",3108,1901,"Interferon-I antiviral response, antagonized by SARS-CoV-2",1847,Increased SARS-CoV-2 production,2640,1847,Increased SARS-CoV-2 production,1869,Diminished protective oxidative stress response,2641,1869,Diminished protective oxidative stress response,1845,Coagulation,2642,1845,Coagulation,1869,Diminished protective oxidative stress response,2526,1845,Coagulation,1846,Thrombosis and Disseminated Intravascular Coagulation,,,,,,,,,,,,,,,
314,Binding to estrogen receptor (ER)-α in immune cells leading to exacerbation of systemic lupus erythematosus (SLE),Binding to ER-α leading to exacerbation of SLE,Exacerbation of systemic lupus erythematosus (SLE),1714,,,,,,,,,,,,,,,,,,,Induction of GATA3 expression,1711,Increase of Th2 cells producing IL-4,1712,Increase of anti-DNA antibody from autoreactive B cell,1713,,,,,,,,,,,,,,,Binding to estrogen receptor (ER)-α in immune cells,1710,,,,,,,,,,,,,,,,,,,521,Bisphenol A,4,17beta-Estradiol,,,,,,,,,,,,,,,,,2047,1710,Binding to estrogen receptor (ER)-α in immune cells,1711,Induction of GATA3 expression,2048,1711,Induction of GATA3 expression,1712,Increase of Th2 cells producing IL-4,2049,1712,Increase of Th2 cells producing IL-4,1713,Increase of anti-DNA antibody from autoreactive B cell,2050,1713,Increase of anti-DNA antibody from autoreactive B cell,1714,Exacerbation of systemic lupus erythematosus (SLE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Binding to the extracellular protein laminin leading to decreased cognitive function,Binding to laminin and DNT,"Cognitive Function, Decreased ",402,,,,,,,,,,,,,,,,,,,"Disrupted binding, laminin-beta1-integrin receptors with laminin",2110,"Decreased, neural progenitor cell adhesion to laminin",2111,"Disturbed, radial glia cell alignment and migration",2112,"Decreased, radial glia cell density",2113,"Disturbed, cortical architecture",2114,,,,,,,,,,,"Binding, extracellular matrix protein laminin",2109,,,,,,,,,,,,,,,,,,,760,Lei Gong Teng (Common Threewingnut Root),638,(-)-Epigallocatechin gallate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Binding to the picrotoxin site of ionotropic GABA receptors leading to epileptic seizures in adult brain,Blocking iGABA receptor ion channel leading to seizures,"Occurrence, Epileptic seizure",613,,,,,,,,,,,,,,,,,,,"Reduction, Ionotropic GABA receptor chloride channel conductance",64,"Reduction, Neuronal synaptic inhibition",669,"Generation, Amplified excitatory postsynaptic potential (EPSP)",682,"Occurrence, A paroxysmal depolarizing shift",616,,,,,,,,,,,,,"Binding at picrotoxin site, iGABAR chloride channel",667,,,,,,,,,,,,,,,,,,,110,Picrotoxin,112,Lindane,115,Dieldrin,344,Heptachlor,345,Endosulfan,113,RDX,111,Fipronil,,,,,,,349,667,"Binding at picrotoxin site, iGABAR chloride channel",64,"Reduction, Ionotropic GABA receptor chloride channel conductance",350,64,"Reduction, Ionotropic GABA receptor chloride channel conductance",669,"Reduction, Neuronal synaptic inhibition",364,669,"Reduction, Neuronal synaptic inhibition",682,"Generation, Amplified excitatory postsynaptic potential (EPSP)",610,682,"Generation, Amplified excitatory postsynaptic potential (EPSP)",616,"Occurrence, A paroxysmal depolarizing shift",351,616,"Occurrence, A paroxysmal depolarizing shift",613,"Occurrence, Epileptic seizure",,,,,,,,,,,,,,,,,,,,,,,,,
484,Bisphenol A analogs induce cellular dysfunction in human trophoblast cells in a thyroid hormone receptor-dependent manner: in silico and in vitro analyses,AOP for thyroid hormone receptor by bisphenol A analogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Bulky DNA adducts leading to mutations,Bulky DNA adducts leading to mutations,"Increase, Mutations",185,,,,,,,,,,,,,,,,,,,Inadequate DNA repair,155,,,,,,,,,,,,,,,,,,,"Bulky DNA adducts, increase",1879,,,,,,,,,,,,,,,,,,,250,Polycyclic aromatic hydrocarbons (PAHs),284,Aristolochic acid,61,Aflatoxin B1,,,,,,,,,,,,,,,2694,1879,"Bulky DNA adducts, increase",155,Inadequate DNA repair,2696,1879,"Bulky DNA adducts, increase",185,"Increase, Mutations",2695,155,Inadequate DNA repair,185,"Increase, Mutations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Calcium overload in dopaminergic neurons of the substantia nigra leading to parkinsonian motor deficits,Calcium overload driven development of parkinsonian motor deficits,Parkinsonian motor deficits,896,,,,,,,,,,,,,,,,,,,"Increase, Cell membrane depolarization",1527,"Increased, Intracellular Calcium overload",389,Activation of calpain signalling,2038,Endoplasmic reticulum stress,2017,Unfolded Protein Response,1512,Mitochondrial dysfunction,1816,Proteasomal dysfunction,1585,Accumulation of misfolded proteins,1605,Oxidative Stress ,1392,Mitochondrial Injury,1547,Activation of metabotropic glutamate receptor,2036,Inositol triphosphate receptor activation,2037,"Overactivation, NMDARs",388,Inhibition GABAA receptor,2039,"Opening, voltage-gated calcium channels",2187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3156,2036,Activation of metabotropic glutamate receptor,2037,Inositol triphosphate receptor activation,3155,2037,Inositol triphosphate receptor activation,389,"Increased, Intracellular Calcium overload",3160,388,"Overactivation, NMDARs",389,"Increased, Intracellular Calcium overload",3622,388,"Overactivation, NMDARs",1527,"Increase, Cell membrane depolarization",3161,2039,Inhibition GABAA receptor,1527,"Increase, Cell membrane depolarization",3623,1527,"Increase, Cell membrane depolarization",2187,"Opening, voltage-gated calcium channels",3624,2187,"Opening, voltage-gated calcium channels",389,"Increased, Intracellular Calcium overload",3157,389,"Increased, Intracellular Calcium overload",2038,Activation of calpain signalling,3158,2038,Activation of calpain signalling,1825,"Increase, Cell death",3164,389,"Increased, Intracellular Calcium overload",2017,Endoplasmic reticulum stress
26,Calcium-mediated neuronal ROS production and energy imbalance,Calcium-mediated neuronal ROS production and energy imbalance,"Increased, Oxidative damage",356,,,,,,,,,,,,,,,,,,,"Increase, Ca++ (intracellular)",50,"Disruption, Mitochondrial electron transport chain",178,"Decrease, Mitochondrial ATP production",40,"Increase, Reactive Oxygen Species production",257,"Decreased, Nitric Oxide",193,"Decreased, Long-term potentiation (LTP)",166,,,,,,,,,"Inhibition, Ca++ ATPase",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,51,"Inhibition, Ca++ ATPase",50,"Increase, Ca++ (intracellular)",35,50,"Increase, Ca++ (intracellular)",178,"Disruption, Mitochondrial electron transport chain",36,178,"Disruption, Mitochondrial electron transport chain",40,"Decrease, Mitochondrial ATP production",37,178,"Disruption, Mitochondrial electron transport chain",257,"Increase, Reactive Oxygen Species production",38,193,"Decreased, Nitric Oxide",166,"Decreased, Long-term potentiation (LTP)",39,257,"Increase, Reactive Oxygen Species production",193,"Decreased, Nitric Oxide",40,257,"Increase, Reactive Oxygen Species production",356,"Increased, Oxidative damage",,,,,,,,,,,,,,,
